,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
2094|NFYA,0.0000000000000025807427726867126112206335848765697215529646831252021787365930986775666671846978848725739358921978711014468922844211417509610647698482248906426072330378174882662177534560524662665004002110887020400166,Homo sapiens,NFYA,tf,K562,Erythroblast,Bone Marrow,1,NFYA
54612|TEAD1,3.0531133177191805e-15,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
45807|BHLHE40,3.608224830031759e-15,Homo sapiens,BHLHE40,predicted transcription factor,HepG2,Epithelium,Liver,1,BHLHE40
41424|SFPQ,4.107825191113079e-15,Homo sapiens,SFPQ,not sure,LNCaP,Epithelium,Prostate,0,SFPQ
53493|SOX9,4.3298697960381105e-15,Homo sapiens,SOX9,tf,HT29,Epithelium,Colon,1,SOX9
45895|CCNT2,4.6629367034256575e-15,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
1226|TRRAP,7.049916206369744e-15,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
76965|CNOT3,8.104628079763643e-15,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,1,CNOT3
36085|CTBP1,8.271161533457416e-15,Homo sapiens,CTBP1,tf,MCF-7,Epithelium,Breast,1,CTBP1
46107|TEAD4,8.493206138382448e-15,Homo sapiens,TEAD4,tf,ECC-1,Epithelium,Endometrium,1,TEAD4
65186|EGR3,9.270362255620057e-15,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
4126|HDAC6,9.769962616701378e-15,Homo sapiens,HDAC6,cr,None,T Lymphocyte,Blood,1,HDAC6
49949|KLF9,1.0436096431476471e-14,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
47595|GATA6,1.765254609153999e-14,Homo sapiens,GATA6,tf,YCC3,Epithelium,None,1,GATA6
64751|ZBTB11,2.1815882433884326e-14,Homo sapiens,ZBTB11,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB11
38824|MNT,3.2307490016592055e-14,Homo sapiens,MNT,tf,LoVo,None,Colon,1,MNT
46212|FOSL1,3.236300116782331e-14,Homo sapiens,FOSL1,tf,HCT-116,None,Colon,1,FOSL1
64092|KLF8,3.9246383920499284e-14,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
38864|RXRA,3.9745984281580604e-14,Homo sapiens,RXRA,tf,LoVo,None,Colon,1,RXRA
64667|NRF1,5.034861416675085e-14,Homo sapiens,NRF1,tf,HepG2,Epithelium,Liver,1,NRF1
35268|SNAPC1,6.566969190657801e-14,Homo sapiens,SNAPC1,not sure,MCF-10A,Epithelium,Breast,1,SNAPC1
74671|ZNF639,6.672440377997191e-14,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
49467|598-SKD,9.25370891025068e-14,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
59168|MLLT1,9.697798120100742e-14,Homo sapiens,MLLT1,not sure,SEM,Pre-B Lymphocyte,None,1,MLLT1
46131|RUNX3,1.0164091790443308e-13,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
42519|STAG1,1.1879386363489175e-13,Homo sapiens,STAG1,not sure,GM2255,Lymphoblastoid,Blood,1,STAG1
41793|JARID2,1.5937251518494122e-13,Homo sapiens,JARID2,cr,None,iPSC,None,1,JARID2
76999|PITX3,1.7175150190951172e-13,Homo sapiens,PITX3,tf,SH-SY5Y,Neuron,Midbrain,1,PITX3
8812|KDM5A,1.8318679906315083e-13,Homo sapiens,KDM5A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM5A
38708|HOXA2,2.0594637106796654e-13,Homo sapiens,HOXA2,tf,LoVo,None,Colon,0,HOXA2
50434|ELK3,2.0983215165415459e-13,Homo sapiens,ELK3,tf,None,Endothelial Cell,Umbilical Vein,1,ELK3
47578|TTF1,2.1227464230832993e-13,Homo sapiens,TTF1,tf,NCI-H441,Epithelium,Lung,1,TTF1
69799|NR1H3,2.96263014121223e-13,Homo sapiens,NR1H3,tf,HT29,colorectal adenocarcinoma,None,1,NR1H3
64555|IKZF2,3.2107649872159527e-13,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
8816|KDM4A,3.215760990826766e-13,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
63477|POLR2H,3.518296765037121e-13,Homo sapiens,POLR2H,,K562,Erythroblast,Bone Marrow,1,POLR2H
46151|BCL11A,3.68816088780477e-13,Homo sapiens,BCL11A,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BCL11A
43893|HOXC9,4.209410597866281e-13,Homo sapiens,HOXC9,tf,BE2-C,Neuroblast,Brain,1,HOXC9
52170|PRDM11,4.435896094889813e-13,Homo sapiens,PRDM11,tf,U-2932,B Lymphocyte,None,1,PRDM11
6710|SRC,4.581890422628021e-13,Homo sapiens,SRC,not sure,OCI-Ly2,Epithelium,Mammary Gland,1,SRC
38804|E2F8,5.38902256153051e-13,Homo sapiens,E2F8,tf,LoVo,None,Colon,1,E2F8
65214|GLIS1,8.515965710387263e-13,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
45726|ZNF263,1.54198875890188e-12,Homo sapiens,ZNF263,predicted transcription factor,HEK293T,Epithelium,Embryonic Kidney,1,ZNF263
45729|ELK1,1.6109336087311021e-12,Homo sapiens,ELK1,tf,HeLa-S3,Epithelium,Cervix,1,ELK1
50112|MAFB,1.917244141225183e-12,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
33916|GRHL3,2.180422509212576e-12,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
534|ETV1,2.339739513246286e-12,Homo sapiens,ETV1,tf,GIST48,Mesenchymal Stem Cell,Stomach,1,ETV1
64144|NFRKB,2.3950841310238502e-12,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
32850|TERC,2.8479441027684516e-12,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
53300|RARA,2.9628521858171553e-12,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
74117|RUNX2,3.4574565432876625e-12,Homo sapiens,RUNX2,tf,MCF-7,None,None,1,RUNX2
55543|RAG2,3.5642044871053713e-12,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
77256|ZXDC,4.167222122930525e-12,Homo sapiens,ZXDC,tf,MCF-7,None,None,1,ZXDC
39920|ICE1,4.2056358395825555e-12,Homo sapiens,ICE1,other,HCT-116,None,Colon,1,ICE1
46179|SP4,4.387490371016156e-12,Homo sapiens,SP4,tf,H1,Embryonic Stem Cell,Embryo,1,SP4
63035|PRDM10,4.983069512576321e-12,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1,PRDM10
77059|ZNF695,4.98390217984479e-12,Homo sapiens,ZNF695,tf,293T,None,None,1,ZNF695
42890|ZNF83,5.722144980069288e-12,Homo sapiens,ZNF83,tf,LoVo,None,Colon,1,ZNF83
50210|DDX21,7.703560012117805e-12,Homo sapiens,DDX21,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,DDX21
38773|NFAT5,7.94120325053882e-12,Homo sapiens,NFAT5,tf,LoVo,None,Colon,1,NFAT5
63814|L3MBTL2,1.159233820047234e-11,Homo sapiens,L3MBTL2,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,L3MBTL2
63525|ZFP2,1.2384593350844852e-11,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1,ZFP2
44350|PPARD,1.2470302568345915e-11,Homo sapiens,PPARD,tf,None,Endothelial Cell,Umbilical Vein,1,PPARD
45961|UBTF,1.4488354960207062e-11,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1,UBTF
36028|RB1,1.623423617758135e-11,Homo sapiens,RB1,tf,None,Epithelium,Cervix,1,RB1
73854|LMO1,1.6943113578804514e-11,Homo sapiens,LMO1,not sure,Jurkat,T Lymphocyte,Blood,1,LMO1
566|VDR,2.0809742817817778e-11,Homo sapiens,VDR,tf,GM10861,Lymphocyte,Blood,1,VDR
77185|ZKSCAN2,3.03128633305505e-11,Homo sapiens,ZKSCAN2,tf,293T,None,None,1,ZKSCAN2
46004|FOS,3.178263208170051e-11,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1,FOS
76415|PMEL,3.2677749395304545e-11,Homo sapiens,PMEL,other,None,None,None,1,PMEL
63295|ZNF335,3.355626887469043e-11,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
63685|ZBTB8A,4.218586591164808e-11,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
69945|INO80,5.549533055315692e-11,Homo sapiens,INO80,predicted chromatin regulator,A549,Epithelium,Lung,1,INO80
68309|NR4A1,5.878880715570745e-11,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
64982|PATZ1,7.858130812721242e-11,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,PATZ1
38811|SMC3,7.930844869719067e-11,Homo sapiens,SMC3,predicted chromatin regulator,LoVo,None,Colon,1,SMC3
62554|ZNF600,1.1224354778960333e-10,Homo sapiens,ZNF600,,HEK293,Epithelium,Embryonic Kidney,1,ZNF600
76812|NEUROG2,1.153165340994633e-10,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
56817|NR2F1,1.1621797968430769e-10,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1,NR2F1
48692|H3F3B,1.4229306621871274e-10,Homo sapiens,H3F3B,other,None,Spermatid,None,1,H3F3B
65075|ZNF382,1.4520146196517203e-10,Homo sapiens,ZNF382,,HEK293,Epithelium,Embryonic Kidney,1,ZNF382
49739|LMO2,1.5553414112190467e-10,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,1,LMO2
46142|SIX5,1.8793550049522878e-10,Homo sapiens,SIX5,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,SIX5
64860|EGR2,1.9269469353488944e-10,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
2110|PRAME,2.1178431230950423e-10,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
63902|ZXDB,2.1913554304475724e-10,Homo sapiens,ZXDB,,HEK293,Epithelium,Embryonic Kidney,1,ZXDB
39777|REPIN1,2.742915894415887e-10,Homo sapiens,REPIN1,predicted transcription factor,Kasumi-1,Myeloblast,Blood,1,REPIN1
68570|POU3F2,3.1286767621097056e-10,Homo sapiens,POU3F2,tf,None,Neural Progenitor Cell,None,1,POU3F2
77165|ZNF182,3.152444971732393e-10,Homo sapiens,ZNF182,tf,293T,None,None,1,ZNF182
2685|ZNF711,3.22418980402972e-10,Homo sapiens,ZNF711,predicted transcription factor,SH-SY5Y,None,Bone Marrow,1,ZNF711
56127|APOBEC3B,3.5547570442773235e-10,Homo sapiens,APOBEC3B,other,MCF-7,Epithelium,Breast,1,APOBEC3B
76709|MGEA5,4.2361708585403335e-10,Homo sapiens,MGEA5,other,BJAB,None,None,1,MGEA5
64786|ZNF687,5.120303625538725e-10,Homo sapiens,ZNF687,,MCF-7,Epithelium,Breast,1,ZNF687
54104|DAXX,6.034620581019112e-10,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
46146|STAT5A,6.069226232696678e-10,Homo sapiens,STAT5A,tf,GM12878,B Lymphocyte,Blood,1,STAT5A
73977|ZIM3,6.2024441138675e-10,Homo sapiens,ZIM3,,293T,None,None,1,ZIM3
67597|ELF3,6.270254315765555e-10,Homo sapiens,ELF3,tf,CFPAC-1,None,Pancreatic ductal,1,ELF3
57659|BAHD1,6.301796307006668e-10,Homo sapiens,BAHD1,both predicted transcription factor and chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BAHD1
5753|POU5F1,6.419299536375433e-10,Homo sapiens,POU5F1,tf,H9,Embryonic Stem Cell,Embryo,1,POU5F1
77536|REL,7.585455596981205e-10,Homo sapiens,REL,tf,GM12878,Lymphoblastoid,None,1,REL
45798|RCOR1,7.641768329236243e-10,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,HepG2,Epithelium,Liver,1,RCOR1
77260|WDHD1,8.261444861545897e-10,Homo sapiens,WDHD1,tf,MCF-7,None,None,1,WDHD1
68490|KAT5,9.31002719362084e-10,Homo sapiens,KAT5,cr,K562,Lymphoblast,None,1,KAT5
62931|ZNF341,9.336137418713975e-10,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
46109|BATF,9.701220937685662e-10,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
1011|FOXH1,9.771015108128722e-10,Homo sapiens,FOXH1,tf,H9,Embryonic Stem Cell,Embryo,1,FOXH1
46147|MTA3,9.923772914532947e-10,Homo sapiens,MTA3,tf,GM12878,B Lymphocyte,Blood,1,MTA3
74397|IL1B,1.0192094390681916e-09,Homo sapiens,IL1B,other,MCF-7,None,Breast,1,IL1B
63825|GLIS2,1.0322124266437527e-09,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
63031|t-IgG-control,1.053905185344206e-09,Homo sapiens,t-IgG-control,,None,None,Liver,1,t-IgG-control
62888|ZNF518A,1.3660605424625771e-09,Homo sapiens,ZNF518A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF518A
71069|MBD3,1.5149010934578655e-09,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
40164|RUNX1T1,1.615504174878879e-09,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
47774|LDB1,1.6239232181192165e-09,Homo sapiens,LDB1,not sure,None,Erythroid Progenitor Cell,Blood,1,LDB1
57960|JMJD1C,2.3205516952451433e-09,Homo sapiens,JMJD1C,predicted chromatin regulator,Kasumi-1,Myeloblast,Blood,1,JMJD1C
54243|FOXO1,2.5609315223995566e-09,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
77267|NFIA,2.838823898176912e-09,Homo sapiens,NFIA,tf,HepG2,Epithelium,Liver,1,NFIA
69803|NR1H2,2.8485064862415754e-09,Homo sapiens,NR1H2,tf,HT29,colorectal adenocarcinoma,None,1,NR1H2
63631|ZNF501,2.9692150405047357e-09,Homo sapiens,ZNF501,,HEK293,Epithelium,Embryonic Kidney,1,ZNF501
35717|UBE2I,3.2812243477842173e-09,Homo sapiens,UBE2I,other,WI-38,Fibroblast,Lung,1,UBE2I
63653|SP7,4.582128010355291e-09,Homo sapiens,SP7,,HEK293,Epithelium,Embryonic Kidney,1,SP7
62618|KLF17,5.103291678132393e-09,Homo sapiens,KLF17,,HEK293,Epithelium,Embryonic Kidney,1,KLF17
73929|ZNF766,5.454374008007079e-09,Homo sapiens,ZNF766,,293T,None,None,1,ZNF766
63302|NKRF,5.960721138897895e-09,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
64139|HHEX,6.226671123155114e-09,Homo sapiens,HHEX,tf,HepG2,Epithelium,Liver,1,HHEX
62905|DIDO1,7.188958039971993e-09,Homo sapiens,DIDO1,,K562,Erythroblast,Bone Marrow,1,DIDO1
1214|ELK4,7.581964056591062e-09,Homo sapiens,ELK4,tf,HeLa-S3,Epithelium,Cervix,1,ELK4
46129|EBF1,7.828210246696443e-09,Homo sapiens,EBF1,tf,GM12878,B Lymphocyte,Blood,1,EBF1
76529|MBTD1,8.122998995663266e-09,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
73959|ZNF317,8.970952092290929e-09,Homo sapiens,ZNF317,,293T,None,None,1,ZNF317
46239|HNF4G,9.060606043220787e-09,Homo sapiens,HNF4G,predicted transcription factor,HepG2,Epithelium,Liver,1,HNF4G
2400|TDRD3,9.389882593691112e-09,Homo sapiens,TDRD3,cr,MCF-7,Epithelium,Breast,1,TDRD3
50174|HIRA,9.954686130964063e-09,Homo sapiens,HIRA,predicted transcription factor,IMR90,Fibroblast,Lung,1,HIRA
63241|FOXK2,1.1670424016063663e-08,Homo sapiens,FOXK2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,FOXK2
69557|ASH1L,1.328382354115476e-08,Homo sapiens,ASH1L,cr,MV4-11,Leukemia Cell,None,1,ASH1L
63182|NBN,1.3648117191955578e-08,Homo sapiens,NBN,tf,GM12878,B Lymphocyte,Blood,1,NBN
63771|NR2F6,1.4906817835669273e-08,Homo sapiens,NR2F6,tf,HepG2,Epithelium,Liver,1,NR2F6
65197|KLF15,1.630546664355137e-08,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
38865|E2F2,1.722192621844698e-08,Homo sapiens,E2F2,tf,LoVo,None,Colon,1,E2F2
62958|NFE2L2,1.924763676219854e-08,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
77120|ZNF441,1.9633295211818336e-08,Homo sapiens,ZNF441,tf,293T,None,None,1,ZNF441
77037|ZNF786,2.0413030155097545e-08,Homo sapiens,ZNF786,tf,293T,None,None,1,ZNF786
63536|ZEB2,2.5247619217516615e-08,Homo sapiens,ZEB2,,HEK293,Epithelium,Embryonic Kidney,1,ZEB2
64241|ZNF146,2.597193871078929e-08,Homo sapiens,ZNF146,,HEK293,Epithelium,Embryonic Kidney,1,ZNF146
55779|CTCFL,2.6981235967671324e-08,Homo sapiens,CTCFL,predicted transcription factor,Ovcar8,None,None,1,CTCFL
38856|ATOH1,2.8938051399585163e-08,Homo sapiens,ATOH1,tf,LoVo,None,Colon,1,ATOH1
4403|KAT8,3.3890357631349843e-08,Homo sapiens,KAT8,cr,None,T Lymphocyte,Blood,1,KAT8
64010|KLF7,3.539408316433068e-08,Homo sapiens,KLF7,,HEK293,Epithelium,Embryonic Kidney,1,KLF7
73979|ZFP57,3.5407178744506496e-08,Homo sapiens,ZFP57,tf,293T,None,None,1,ZFP57
71950|BANP,4.1987533616616446e-08,Homo sapiens,BANP,tf,HCT-116,Human colorectal carcinoma,None,0,BANP
56997|DACOR1,4.4229319595689986e-08,Homo sapiens,DACOR1,other,None,None,Colon,1,DACOR1
44099|FOXP3,4.4799268572592865e-08,Homo sapiens,FOXP3,tf,None,T Lymphocyte,Blood,1,FOXP3
77258|ZNF701,4.653619384287211e-08,Homo sapiens,ZNF701,tf,MCF-7,None,None,1,ZNF701
42752|BARX1,5.276324344105632e-08,Homo sapiens,BARX1,tf,LoVo,None,Colon,1,BARX1
35052|SPDEF,5.327124125154015e-08,Homo sapiens,SPDEF,tf,MCF-7,Epithelium,Breast,1,SPDEF
65063|ZNF574,5.560839411167251e-08,Homo sapiens,ZNF574,,HEK293,Epithelium,Embryonic Kidney,1,ZNF574
76858|IRAK4,5.574568051613937e-08,Homo sapiens,IRAK4,other,SEM,B cell precursor,None,1,IRAK4
74651|BATF3,5.8276626302422585e-08,Homo sapiens,BATF3,tf,GM12878,B Lymphocyte,Blood,1,BATF3
63278|ZBTB40,5.97430364068785e-08,Homo sapiens,ZBTB40,,MCF-7,Epithelium,Breast,1,ZBTB40
76567|ZNF618,6.05134632958304e-08,Homo sapiens,ZNF618,tf,293T,None,None,1,ZNF618
45625|NFYB,6.42850684351437e-08,Homo sapiens,NFYB,tf,GM12878,B Lymphocyte,Blood,1,NFYB
48799|ZNF750,6.468901975198449e-08,Homo sapiens,ZNF750,tf,None,Keratinocyte,Foreskin,1,ZNF750
64604|FEZF1,6.775965161187614e-08,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
64653|FOXJ2,6.897232096569894e-08,Homo sapiens,FOXJ2,tf,K562,Erythroblast,Bone Marrow,1,FOXJ2
38591|E2F7,7.079141184362925e-08,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
65123|ZFP64,8.33156576507399e-08,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
77164|ZNF189,8.418175873048384e-08,Homo sapiens,ZNF189,other,293T,None,None,1,ZNF189
42770|JUNB,8.573494642005741e-08,Homo sapiens,JUNB,tf,LoVo,None,Colon,1,JUNB
64395|NR2C2,1.0702264108264359e-07,Homo sapiens,NR2C2,tf,K562,Erythroblast,Bone Marrow,1,NR2C2
1006|EOMES,1.1346350259344717e-07,Homo sapiens,EOMES,tf,H9,Embryonic Stem Cell,Embryo,1,EOMES
49465|552-SKD,1.1495196866606605e-07,Homo sapiens,552-SKD,other,MCF-7,Epithelium,Breast,1,552-SKD
76854|CDCA2,1.1935577676203124e-07,Homo sapiens,CDCA2,other,HeLa,Epithelium,Cervix,1,CDCA2
54381|LMTK3,1.2049587394535877e-07,Homo sapiens,LMTK3,not sure,MDA-MB-231,Epithelium,Breast,1,LMTK3
76496|BRPF3,1.2800460519324375e-07,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
42772|MXD3,1.3883226779309865e-07,Homo sapiens,MXD3,tf,LoVo,None,Colon,1,MXD3
77098|ZNF534,1.474762373332439e-07,Homo sapiens,ZNF534,tf,293T,None,None,1,ZNF534
74661|ZMYM3,1.4783862878342546e-07,Homo sapiens,ZMYM3,,HepG2,Epithelium,Liver,1,ZMYM3
62762|PKNOX1,1.5159137001230505e-07,Homo sapiens,PKNOX1,tf,K562,Erythroblast,Bone Marrow,1,PKNOX1
74685|NFIL3,1.965813720694598e-07,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
45919|ZMIZ1,2.0376171117053588e-07,Homo sapiens,ZMIZ1,not sure,K562,Erythroblast,Bone Marrow,1,ZMIZ1
62682|ZNF16,2.454613391433824e-07,Homo sapiens,ZNF16,,HEK293,Epithelium,Embryonic Kidney,1,ZNF16
62690|CEBPG,2.5499412126261944e-07,Homo sapiens,CEBPG,tf,MCF-7,Epithelium,Breast,1,CEBPG
74647|ETV6,2.7642393823912315e-07,Homo sapiens,ETV6,tf,GM12878,B Lymphocyte,Blood,1,ETV6
33678|TBX21,2.941204120254781e-07,Homo sapiens,TBX21,tf,None,Th1,None,1,TBX21
62849|HDGF,2.955953269934142e-07,Homo sapiens,HDGF,,GM12878,B Lymphocyte,Blood,1,HDGF
42804|ZBTB10,3.0083073748743416e-07,Homo sapiens,ZBTB10,tf,LoVo,None,Colon,1,ZBTB10
63377|ZSCAN5A,3.1160165830934616e-07,Homo sapiens,ZSCAN5A,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN5A
46123|MEF2A,3.2088507412320055e-07,Homo sapiens,MEF2A,tf,GM12878,B Lymphocyte,Blood,1,MEF2A
35091|NCOR1,3.215579702509075e-07,Homo sapiens,NCOR1,cr,OCI-Ly1,B cell lymphoma,Bone Marrow,1,NCOR1
49955|KDM3A,3.5187253361046444e-07,Homo sapiens,KDM3A,cr,Jurkat,T Lymphocyte,Blood,1,KDM3A
65120|ZBTB26,3.547802793213428e-07,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
48800|KLF4,3.819767294133136e-07,Homo sapiens,KLF4,tf,None,Keratinocyte,Foreskin,1,KLF4
45796|ESRRA,3.9225597603387286e-07,Homo sapiens,ESRRA,tf,HepG2,Epithelium,Liver,1,ESRRA
62731|ZNF366,4.149499454042527e-07,Homo sapiens,ZNF366,,HEK293,Epithelium,Embryonic Kidney,1,ZNF366
76470|MBD3L2,4.1783941134854174e-07,Homo sapiens,MBD3L2,other,None,None,None,0,MBD3L2
50699|GTF2I,4.2178505815781975e-07,Homo sapiens,GTF2I,tf,None,Fibroblast,None,1,GTF2I
77257|ZNF75A,4.515170236030208e-07,Homo sapiens,ZNF75A,tf,MCF-7,None,None,1,ZNF75A
77169|ZNF169,4.7422300325505873e-07,Homo sapiens,ZNF169,tf,293T,None,None,1,ZNF169
77264|DPF1,4.912322334460484e-07,Homo sapiens,DPF1,other,K562,Erythroblast,Bone Marrow,1,DPF1
64950|SNRNP70,4.963686376924237e-07,Homo sapiens,SNRNP70,,HepG2,Epithelium,Liver,0,SNRNP70
62980|ZBED1,5.181576092638807e-07,Homo sapiens,ZBED1,,GM12878,B Lymphocyte,Blood,1,ZBED1
77090|ZNF561,5.287025934275214e-07,Homo sapiens,ZNF561,tf,293T,None,None,1,ZNF561
45392|CHD7,6.04582768293227e-07,Homo sapiens,CHD7,cr,K562,Erythroblast,Bone Marrow,1,CHD7
71067|GATAD2B,6.647657015967923e-07,Homo sapiens,GATAD2B,,HeLa,Epithelium,Cervix,1,GATAD2B
38739|ELF2,7.111765172873596e-07,Homo sapiens,ELF2,tf,LoVo,None,Colon,1,ELF2
49604|ZNF486,7.250902827049543e-07,Homo sapiens,ZNF486,not sure,None,Embryonic Stem Cell,Embryo,1,ZNF486
77086|ZNF566,7.60149325818027e-07,Homo sapiens,ZNF566,tf,293T,None,None,1,ZNF566
68003|GRHL2,8.707342144531616e-07,Homo sapiens,GRHL2,tf,NIH:OVCAR-3,None,None,1,GRHL2
63122|MBD1_isoform2,8.892415040429036e-07,Homo sapiens,MBD1_isoform2,,HepG2,Epithelium,Liver,1,MBD1_isoform2
38635|FOXD2,9.327136902825828e-07,Homo sapiens,FOXD2,tf,LoVo,None,Colon,1,FOXD2
67859|EBNA2,9.411534929171239e-07,Homo sapiens,EBNA2,other,GM12878,B Lymphocyte,Blood,0,EBNA2
77077|ZNF613,9.800746477717226e-07,Homo sapiens,ZNF613,tf,293T,None,None,1,ZNF613
1227|C17orf49,1.1473499840763957e-06,Homo sapiens,C17orf49,cr,HeLa,Epithelium,Cervix,1,C17orf49
53165|ALKBH3,1.1829447727484954e-06,Homo sapiens,ALKBH3,other,PC-3,Epithelium,Prostate,1,ALKBH3
45803|GRP20,1.2273020144060176e-06,Homo sapiens,GRP20,other,HepG2,Epithelium,Liver,1,GRP20
42891|ZNF84,1.2775635851447475e-06,Homo sapiens,ZNF84,predicted transcription factor,LoVo,None,Colon,1,ZNF84
38647|ETV7,1.3295861673867648e-06,Homo sapiens,ETV7,tf,LoVo,None,Colon,1,ETV7
39918|ZC3H8,1.358975169785115e-06,Homo sapiens,ZC3H8,tf,HCT-116,None,Colon,1,ZC3H8
77081|ZNF585A,1.3748502963872866e-06,Homo sapiens,ZNF585A,tf,293T,None,None,1,ZNF585A
38657|EHF,1.376141704256817e-06,Homo sapiens,EHF,tf,LoVo,None,Colon,1,EHF
38823|HES4,1.376930312491087e-06,Homo sapiens,HES4,tf,LoVo,None,Colon,0,HES4
77266|ZSCAN2,1.4742504992892869e-06,Homo sapiens,ZSCAN2,tf,HepG2,Epithelium,Liver,1,ZSCAN2
65180|ZNF35,1.5938440696139367e-06,Homo sapiens,ZNF35,,HEK293,Epithelium,Embryonic Kidney,1,ZNF35
77191|ZFP14,1.6530294778549504e-06,Homo sapiens,ZFP14,tf,293T,None,None,1,ZFP14
63871|ZNF138,1.6604757581140106e-06,Homo sapiens,ZNF138,,HEK293,Epithelium,Embryonic Kidney,1,ZNF138
69217|BIRA,1.6736386334037512e-06,Homo sapiens,BIRA,not sure,BJAB,GCB DLBCL cells,None,1,BIRA
38689|CREB3L2,1.8089666368181767e-06,Homo sapiens,CREB3L2,tf,LoVo,None,Colon,0,CREB3L2
73942|ZNF549,1.843251076827368e-06,Homo sapiens,ZNF549,,293T,None,None,1,ZNF549
77193|HKR1,1.8554323403807693e-06,Homo sapiens,HKR1,tf,293T,None,None,1,HKR1
