,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
65086|ZSCAN16,0.000000000000000000026030049657086857504040252904584722121611467276391464697827416411595354313762603645697746328002352406974923323290514035059602134961985018618094715810472237575775193543524482367088739774525870461807929,Homo sapiens,ZSCAN16,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN16
58805|MYB,0.000000000000000000034013264631231378593671589051307674151958947786195796336974280431147211878452406510389616399984358694514508162020911477674512994993202152015736661560690907836458128951138353049540311796716246131926641,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
63105|ATF1,0.0000000000000000000495741936801919247706796792220017034643654002681225446883418782571376918062345026135727039079919962979063572483302486653435106820420262102629181018721485549137453814655331219760173039110532493790527,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
74052|NKX2-1,0.000000000000000000049637664680854377961691562996296756606912016895550526644593019330209145644436681715537782344175053173428951431006284861249578813586760143139548078951373997058941673063723360980978995735578248356065564,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
62964|EED,0.000000000000000000061646673089733413208825765494904263545008088224847962602885194358802787231229056427220521490825712458693588640058554565903018737072279050407526888540669720990662240958011525757201800936383381721038608,Homo sapiens,EED,cr,GM12878,B Lymphocyte,Blood,1,EED
42774|NFYC,0.000000000000000000063690351944016416936478482145047107956206648835178736816425054898967240317655477981378461312621485820228147963445891107732345531732571064005218797857184969796404835999468566542062229692863372313583233,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
45823|RFX5,0.000000000000000000098790987189053076655940970748707168047117276401945709337630173240159444170761152490779972899600554009941976011944898150798637589652532773104874305194892105943981054574904922279327963621443186855794317,Homo sapiens,RFX5,tf,HepG2,Epithelium,Liver,1,RFX5
56463|EHMT2,0.00000000000000000010884964397293747852960747627641779129500288925400578332920912349415162924420627693173509812212207701865508525293545167946290495265109559662769765663208583975387533093833689649996275738859801993636293,Homo sapiens,EHMT2,cr,HEK293T,Epithelium,Embryonic Kidney,1,EHMT2
64414|HMBOX1,0.00000000000000000012130323932602274239897078683279742135007087294510966329195282498280917965525991147396399827966371586031530300832837284682339098180529854856141881442553817426159142295191714005154186643441590135631864,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
63972|RUNX1,0.00000000000000000015931926260230565004776494529051866155811917181410549087403107111512514890566656774832690147943843242095912053815645791513073413535633760796069579512140615337537194164647004838209739040048430970463537,Homo sapiens,RUNX1,tf,K562,Erythroblast,Bone Marrow,1,RUNX1
49493|CDK7,0.000000000000000000241546242406461027145458266840736492981912271246616919055029973224064358902302006943558531058627694679217446829264018680155175901052527039833532820627265341784068781652826278848085928362067791714175,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
44876|5HMC,0.00000000000000000029580512368023019433934849351724159490488021379468206856116661058324549543372391122008464639218778943551163084603641625980846101888643296760972918227750930246385512004898451302447742200051650110024738,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
47595|GATA6,0.00000000000000000043678888276602025375619309638437699003446998931108324385833217652486026107560579260077705304016147963541751171737658337293667925808188222072851028876395934749519811570814489696061280438321640043363669,Homo sapiens,GATA6,tf,YCC3,Epithelium,None,1,GATA6
45234|SAP30,0.00000000000000000053011798496803165651952144215867143150344860541081312785260145711679350628484293198488912785212971266424410050517577953321138499713422739187845914733626186957939333847560953837082753980785788558186155,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1,SAP30
38719|DLX1,0.00000000000000000053463241958246584950163195543810645365552590009598173598276280499240983487896592107075924949384856603314850085901691724880472313850894355741775785724011267718321569039403745338618875938745301180219041,Homo sapiens,DLX1,tf,LoVo,None,Colon,1,DLX1
53076|RBP2,0.00000000000000000063127088229724449813425477312196610932743823375750967982338795562534313583534869299006421215322886975948081615649520866902808477894929280926267330698129070174792833200625697742521657738859273996637675,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
46254|ELF1,0.00000000000000000082009518673823425135851123236942784364709485189721687896341528820478654159705948418375899574188761798706822369260890453402611757457186290253992598322417133065848816120344269583901381844125548223568808,Homo sapiens,ELF1,tf,HepG2,Epithelium,Liver,1,ELF1
70731|FOXK1,0.0000000000000000014173434226219487921066997046125824387349067038260757554796226858530683216479132553229796091874123391320022352249094174730770182250659809133348070272538377648203316593331064729171595705421602909332062,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
8660|HDAC2,0.0000000000000000014730716231800250438660740654187823364604740126097715733358234830737174075280204974688829835001160512643353348732415618085520642139102631523591823728084575468606170675530908374160552837578802814454751,Homo sapiens,HDAC2,cr,VCaP,Epithelium,Prostate,1,HDAC2
42179|MITF,0.0000000000000000017090380691424269722039923973016080023636932435963910309275109834963970134022436211616050087003102175025184987759720597028026089783142082342801799396362878912992969935256261163086722467155587376708508,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
42800|STAT2,0.0000000000000000021306140465952237646203742082750597465657060602302905218337362215160897698803451245394820161499881580404694261987728954044043090220487548787487212755183491679562434628237445715398086164462305545868069,Homo sapiens,STAT2,predicted transcription factor,LoVo,None,Colon,1,STAT2
77519|H3K18me1,0.0000000000000000022421825247151042955470984517463765514616463096056830979940164447929512388544042756308073990588259894889456343696389581251442604485053875374158213526632095672364176680316209204098383389187866038409302,Homo sapiens,H3K18me1,,U2OS,None,Bone,1,H3K18me1
36252|NKX3-1,0.000000000000000002611653508801137038810208203237845778541637446284035657697897755016863223532429452202520908768846200440790569617189829127343724318390762556124238103660192972487773155169010972366855267472738666651097,Homo sapiens,NKX3-1,tf,LNCaP,Epithelium,Prostate,1,NKX3-1
50020|SCML2,0.0000000000000000027292630061443259375639913554170047648940376045928833525731714256455297986247161158648092137656230513459349333352820876099353437964301800762339361561696874857558955470894478132145510762385662470706836,Homo sapiens,SCML2,tf,K562,Erythroblast,Bone Marrow,1,SCML2
38653|MED12,0.0000000000000000030132922006506206364962125694084383057290947934366073101941138834361447587487867829676766222784807434646719723161234438636419984630511575273797660733721023463321805626572294844447462692719788577638814,Homo sapiens,MED12,predicted transcription factor,LoVo,None,Colon,1,MED12
51332|ASH2L,0.0000000000000000033503688563058225607343273925828945768564984567716956001195318971304427999276873598547565658247388078159988111970905413835987534777453034739743242813581211320038942978854812161963893446754859609174071,Homo sapiens,ASH2L,cr,VCaP,Epithelium,Prostate,1,ASH2L
43684|KDM4C,0.0000000000000000050038977574510257882256153910370059327891492197901373315699518204769087774134900538502256122227438465746286987002897615264604063148379323884398801485995969339426162936501512474180444529768524246706733,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
72608|HEXIM1,0.0000000000000000052309083428733639804285508440330256610363922210701565971946876386365006130573310333792120904692523920028176552861979020291056108955960319352273371780830844727337777919157704982696582621976434296395113,Homo sapiens,HEXIM1,other,A375,Melanoma Cell,None,1,HEXIM1
46158|PAX5,0.0000000000000000054538985864075480936046720758980583755753264558049729716436864156375545125840504754587700977957788399921750788598631226167037042412676030830140605723298977979331390618713706680668223548334556393744986,Homo sapiens,PAX5,tf,GM12891,Lymphoblastoid,Blood,1,PAX5
74431|TFAP4,0.0000000000000000065372615205929626541515591185121605512930759232370730010884426660693069944826148227458951700101054270438647854398940310538244658529054367828909390966604825677369480286032983790211733641992153122804647,Homo sapiens,TFAP4,,COLO-320,Colorectal cancer cell line,None,1,TFAP4
46140|TCF7L1,0.0000000000000000066178290094369033053379591206103545806988591048770366199134664228875770800234996893882901650517647180123619799926667220483520983902114406564116886155567566183172488491420553839773919146492253506546768,Homo sapiens,TCF7L1,tf,GM12878,B Lymphocyte,Blood,1,TCF7L1
42712|E2F3,0.000000000000000007736756722550389200527412901664369066977946231528631519351506510944200972609488656516233905722569810248050875022080074803950439026967507426893637897411952865786836043723430917853232031102334543878181,Homo sapiens,E2F3,tf,LoVo,None,Colon,1,E2F3
35528|BCOR,0.0000000000000000096317251254371384499861178967505719985032551948181299698238815167285613260871761441460597478703513347865268261819273203685840353569682539528091902468648414524330951643915778179047451180675793170991445,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCOR
46245|ZEB1,0.000000000000000010468648569422098218069010943877834658226613814309339696116571365028922544088338308126015770279126771137961789472020547097331185825521779826566754773689615560202814264304112430044045609541502703639999,Homo sapiens,ZEB1,tf,HepG2,Epithelium,Liver,1,ZEB1
73984|CD34,0.000000000000000014464430438365875877844358541737066186426730759294777271921928456001458145143128230046635800141583567008011240949321013406770819889643537980278314410117516879160449676295725155234390790562701470057925,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
55517|ATF4,0.0000000000000000167653121521693864263709722081890276476811435926005098425946792577986448017058546948763638864278222138221048047725063643515973885808256519252290855890716404356302678754579971647200154524936086562632,Homo sapiens,ATF4,tf,HAP-1,None,None,1,ATF4
46340|FOXP2,0.000000000000000021475299586601106107865834512686355806341728768043971639628796350233408266089232691190154224156139606905619208585988283695939681949806009669043409806103496084037384001694972587705471785199932309206661,Homo sapiens,FOXP2,tf,SK-N-MC,None,Brain,1,FOXP2
36085|CTBP1,0.00000000000000002325767618115833388985268789399316792772652994453303742119261789783895951620320092900434107311959030247568726041503305723004657129043720633002302989183740330339353259647176776091952201781074554393786,Homo sapiens,CTBP1,tf,MCF-7,Epithelium,Breast,1,CTBP1
56901|PBX3,0.000000000000000025641482572580516279410043435689503502418339051765630969993895980685333511613420727916244955249814646484218386731889110819078498842102100760622393681391694119417070941557126940965372339840710523923528,Homo sapiens,PBX3,tf,SMMC-7721,None,Liver,1,PBX3
48765|EZH2,0.000000000000000027142920084321799217051877768700660162180200135037901525337748793238063083869564386814675913833627336091730265101592306247735579267362837768945385135868001217783482105359307908385816790678558602873229,Homo sapiens,EZH2,cr,None,Multiple myeloma,None,1,EZH2
9509|TFAP2C,0.000000000000000030152391263995680043549036823528556025231472527856272451251655213441888059891834415495028762087272243236304993953039156687705486784103450332898120854375502211228280804026429403578714814758534883925289,Homo sapiens,TFAP2C,predicted transcription factor,MDA-MB-453,Epithelium,Mammary Gland,1,TFAP2C
49002|ELL2,0.000000000000000033937459415978956114739861622956275865938495969972051512269171607272702992189276539479290306594145139116385693027152395025325209297290663185474739534202817979690482917827065077763932445311870204986002,Homo sapiens,ELL2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,ELL2
71322|RAD21,0.00000000000000005482864718541421182748232315655169958229717537392907973820759219895044121345021074949487897614147221966509485710329034479538384676664127764108793486815279463494630198773631494902273903922885602571188,Homo sapiens,RAD21,not sure,HCT-116,Colon cancer cell,Colon,1,RAD21
74671|ZNF639,0.000000000000000055584194554442611780050255792047851373384618907335944276020210253651829013697722496154680223838432127193977460566932442950979016570934691057402109002096119297535027269676442206882275021122109028548416,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
50112|MAFB,0.000000000000000057178285004757851558062629187969928365898648091474391228627106121099620853486906333637796561102258951240498989164628092411101376260613390010779403233997057541185308901793051461956210816870308189193287,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
74663|ZNF18,0.000000000000000060298366562507968995250121151713912161811183887929214195046622744105517973170600288932705918795984319681499812316249446116125617786794286707341446734073200289553375338401946893988149974195940130322956,Homo sapiens,ZNF18,,K562,Erythroblast,Bone Marrow,1,ZNF18
77331|SP140,0.000000000000000076259576748487801940735968999160583737890797817527264628775942795799272712381124022283312398466870479686466790200738461528664320916678189056455971632153918847536517119793459892242341920996822294522013,Homo sapiens,SP140,tf,None,Macrophage,None,1,SP140
47416|ERG,0.00000000000000011552160538886594646333830366376323913272036823601630636348207684043240217929714729508728673630393641608387493637502603529146995347634036927604420889094991136010520851797113004805745491356346433812409,Homo sapiens,ERG,other,Jurkat,T Lymphocyte,Blood,1,ERG
55355|PIAS1,0.00000000000000013495733913036413122823322942152650725285888363264323965228632888201902231991607463287157454693571985743608303844084178480086211771407443836307248491344335985257697517443631591157437710454922829271701,Homo sapiens,PIAS1,other,VCaP,Epithelium,Prostate,1,PIAS1
55353|SUMO2,0.00000000000000016982082799054741004795715171653087259172661400005554055678015495691293663631430893966028994222016550095367888553818121651414590051052501053095082222303406112943480113921469421406992046134104669913675,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
45920|HMGN3,0.00000000000000017266975702213499993754847687485255107224562198468566671631500773805099830132289235385796184127883763818805768771300253408302251030858945528534302680355196596543202636172088010497823500782285366657236,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
69203|TRIM24,0.00000000000000018472057457100951858284066046231854509955197151630147585188868400371707647772910407070912537249822221263149404520658232108271925591385790051753847697745758177857466469450683558016866299462031825728841,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
68051|NFKB1,0.00000000000000020020820187990070217114294756998476453677091586624968912976546380774484759611967565345973542280770447093401556360070706027097077963139551623829077901341978667679632795277680447135345791286474250509443,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
44562|EMX1,0.00000000000000020046300105629506528405509200641325771731365887922905795031681494926993420410552392881343057290281332095705742265616904379664672104576038854754927065252172369457433389164576222939332798301214299209242,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
63156|GABP,0.00000000000000020424173706770152001884539923858731304751061806186883931564269276781478326367731844420672724348539709002395051963897742937897871115089641087898647734052639879463780748331158742521766952985519911672928,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
58172|HIF1A,0.00000000000000025928398946574508085975579952109812854928653018036547222036051735826494391717744713795819830386897651625057584185524162160791346958188526252702600891353777727079936541807853417682115906541809642565473,Homo sapiens,HIF1A,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,HIF1A
50898|PAX6,0.00000000000000051811323826286104550450726542444444706821110234022016842693556052584938030844535560763588015248672015001603126527433355103323548604435959387968061816780829611723239118174353851777136295566573026744128,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1,PAX6
45693|CTBP2,0.000000000000000581972330051686373352799757948178039172764455733266193336012033641715156507434925615361106966385553782033270970101732943274663119644388790779807776458222739453663642478875871271993059656607213608736,Homo sapiens,CTBP2,tf,H1,Embryonic Stem Cell,Embryo,1,CTBP2
76682|ASXL1,0.00000000000000060288209507653914660831982273315281126424952065685215042804067831801799552132933360613624027863711528524499708333598466164095981742338141269116796133584046826452201232451469256158094040196426062184312,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
70928|RBBP4,0.00000000000000068977709545500649276824651844029960255328491803155469851020528776876749564920412128756676373439665823050899212898236380710335445789192218626962994064359445315738589545658564240193523921619823058304775,Homo sapiens,RBBP4,cr,T98G,Glioblastoma cell,None,1,RBBP4
34001|OGT,0.00000000000000076979807754868061916021142396579731071534100769341684113564805953871398917253396298639754043521277995118159120004721456557983694352337994858230036070209066695965753207678496231695831822768939751365404,Homo sapiens,OGT,other,HEK293T,Epithelium,Embryonic Kidney,1,OGT
45895|CCNT2,0.00000000000000094459227808536091385875963411865816303748016500169879569432540102446419108292584029493544872364891885151841541721052566819857756785778642074799347390870690451836301076675027994213198442295404979945059,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
53630|STAT5B,0.0000000000000012768495612817629548704262224212192743259431495176467199705104598662196687895943792006336183532913933468221782943944686999114086295539896983353169245753806815505497290711698936677635337987981679329569,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,1,STAT5B
47601|KLF5,0.0000000000000017009155976348789898676019900049418195745590359440528871365606601081264752955750815523355610115574704284380864203892444363209768711252699905640793462363490114077271670747632035421737844810616343274574,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
42720|HOXA4,0.0000000000000017716038975393401572052026952826327039300213432642691659238905717018294594350413196105012977306324374736286543811688486238982766140969520060810454610832364967814819426306251689414523745006226117736879,Homo sapiens,HOXA4,tf,LoVo,None,Colon,1,HOXA4
4126|HDAC6,3.0531133177191805e-15,Homo sapiens,HDAC6,cr,None,T Lymphocyte,Blood,1,HDAC6
45767|HCFC1,3.2751579226442118e-15,Homo sapiens,HCFC1,tf,HeLa-S3,Epithelium,Cervix,1,HCFC1
46242|RXRA,3.6637359812630166e-15,Homo sapiens,RXRA,tf,HepG2,Epithelium,Liver,1,RXRA
38712|ETS2,3.885780586188048e-15,Homo sapiens,ETS2,tf,LoVo,None,Colon,1,ETS2
45386|SETDB1,4.3298697960381105e-15,Homo sapiens,SETDB1,cr,K562,Erythroblast,Bone Marrow,1,SETDB1
1226|TRRAP,5.384581669432009e-15,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
71758|NANOG,6.217248937900877e-15,Homo sapiens,NANOG,tf,LNCaP,Epithelium,Prostate,1,NANOG
9320|NIPBL,7.716050021144838e-15,Homo sapiens,NIPBL,not sure,LCL,Lymphoblastoid,Blood,1,NIPBL
68455|USF2,8.992806499463768e-15,Homo sapiens,USF2,tf,None,Erythroid Cell,None,0,USF2
45625|NFYB,1.2989609388114332e-14,Homo sapiens,NFYB,tf,GM12878,B Lymphocyte,Blood,1,NFYB
50408|PPARG,1.5765166949677223e-14,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
52170|PRDM11,1.7430501486614958e-14,Homo sapiens,PRDM11,tf,U-2932,B Lymphocyte,None,1,PRDM11
46124|USF1,1.9484414082171497e-14,Homo sapiens,USF1,tf,GM12878,B Lymphocyte,Blood,1,USF1
45807|BHLHE40,1.9817480989559044e-14,Homo sapiens,BHLHE40,predicted transcription factor,HepG2,Epithelium,Liver,1,BHLHE40
50434|ELK3,2.9753977059954195e-14,Homo sapiens,ELK3,tf,None,Endothelial Cell,Umbilical Vein,1,ELK3
48576|KDM6B,3.7692071686024065e-14,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
41793|JARID2,6.80566714095221e-14,Homo sapiens,JARID2,cr,None,iPSC,None,1,JARID2
38773|NFAT5,7.87148124459236e-14,Homo sapiens,NFAT5,tf,LoVo,None,Colon,1,NFAT5
68570|POU3F2,9.08162434143378e-14,Homo sapiens,POU3F2,tf,None,Neural Progenitor Cell,None,1,POU3F2
45753|TFAP2A,1.1068923555512811e-13,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1,TFAP2A
48755|CBX8,1.1535217225855376e-13,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
38804|E2F8,1.383337888682945e-13,Homo sapiens,E2F8,tf,LoVo,None,Colon,1,E2F8
59168|MLLT1,1.393885007416884e-13,Homo sapiens,MLLT1,not sure,SEM,Pre-B Lymphocyte,None,1,MLLT1
74685|NFIL3,1.5232259897857148e-13,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
49669|PROX1,2.0211610163300975e-13,Homo sapiens,PROX1,tf,SW480,None,Colon,1,PROX1
64751|ZBTB11,2.4752422334017865e-13,Homo sapiens,ZBTB11,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB11
77185|ZKSCAN2,2.6895152771544417e-13,Homo sapiens,ZKSCAN2,tf,293T,None,None,1,ZKSCAN2
77059|ZNF695,2.9098945475425353e-13,Homo sapiens,ZNF695,tf,293T,None,None,1,ZNF695
71873|SMC1A,4.699574063238288e-13,Homo sapiens,SMC1A,predicted chromatin regulator,HepG2,hepatocellular carcinoma,None,1,SMC1A
64760|POLR2AphosphoS5,4.973244038808389e-13,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
42890|ZNF83,5.362932320451819e-13,Homo sapiens,ZNF83,tf,LoVo,None,Colon,1,ZNF83
2110|PRAME,6.438738431313595e-13,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
43893|HOXC9,7.123190925995004e-13,Homo sapiens,HOXC9,tf,BE2-C,Neuroblast,Brain,1,HOXC9
42747|SOX9,8.097966741615892e-13,Homo sapiens,SOX9,tf,LoVo,None,Colon,1,SOX9
64144|NFRKB,1.2739254096061359e-12,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
63477|POLR2H,1.3655743202889425e-12,Homo sapiens,POLR2H,,K562,Erythroblast,Bone Marrow,1,POLR2H
62632|ZNF76,1.3825052214144762e-12,Homo sapiens,ZNF76,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,ZNF76
46004|FOS,1.4917511670375916e-12,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1,FOS
71039|ZNF143,1.6596723995121465e-12,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
57640|IKZF1,2.007449761975977e-12,Homo sapiens,IKZF1,tf,Nalm6,B cell precursor,Blood,1,IKZF1
48799|ZNF750,4.104383499736741e-12,Homo sapiens,ZNF750,tf,None,Keratinocyte,Foreskin,1,ZNF750
64560|SP2,4.409583809206197e-12,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
68310|NR4A1,5.844214001626824e-12,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
77256|ZXDC,6.138312080850028e-12,Homo sapiens,ZXDC,tf,MCF-7,None,None,1,ZXDC
38824|MNT,6.84186041155499e-12,Homo sapiens,MNT,tf,LoVo,None,Colon,1,MNT
77120|ZNF441,6.99235114254293e-12,Homo sapiens,ZNF441,tf,293T,None,None,1,ZNF441
38865|E2F2,7.479794561504605e-12,Homo sapiens,E2F2,tf,LoVo,None,Colon,1,E2F2
63363|C11orf30,7.880862629150442e-12,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1,C11orf30
54612|TEAD1,7.985834216128751e-12,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
54104|DAXX,8.21398504768922e-12,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
74664|NRF1,8.982370403032292e-12,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1,NRF1
46131|RUNX3,1.1144585254641015e-11,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
50413|KLF11,1.1158685087053755e-11,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
46210|TEAD4,1.2070067167968546e-11,Homo sapiens,TEAD4,tf,HCT-116,None,Colon,1,TEAD4
46239|HNF4G,1.363342772009446e-11,Homo sapiens,HNF4G,predicted transcription factor,HepG2,Epithelium,Liver,1,HNF4G
46295|ZBTB7A,1.3676892951508535e-11,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
47578|TTF1,2.464456416717553e-11,Homo sapiens,TTF1,tf,NCI-H441,Epithelium,Lung,1,TTF1
64688|H2AFZ,2.7439550631669363e-11,Homo sapiens,H2AFZ,,DOHH-2,None,None,1,H2AFZ
64092|KLF8,3.487016231318307e-11,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
69945|INO80,3.839673023975365e-11,Homo sapiens,INO80,predicted chromatin regulator,A549,Epithelium,Lung,1,INO80
534|ETV1,6.71953603870179e-11,Homo sapiens,ETV1,tf,GIST48,Mesenchymal Stem Cell,Stomach,1,ETV1
45984|CTCF,7.09592384851021e-11,Homo sapiens,CTCF,tf,MCF-7,Epithelium,Breast,1,CTCF
40164|RUNX1T1,7.742467778015794e-11,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
53300|RARA,7.787193112562818e-11,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
64604|FEZF1,9.878914353222967e-11,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
77165|ZNF182,1.0560385899083258e-10,Homo sapiens,ZNF182,tf,293T,None,None,1,ZNF182
45796|ESRRA,1.1441381175814058e-10,Homo sapiens,ESRRA,tf,HepG2,Epithelium,Liver,1,ESRRA
49448|EGLN2,1.2353240652629438e-10,Homo sapiens,EGLN2,other,T47D,Epithelium,Mammary Gland,1,EGLN2
68490|KAT5,1.4678264159684318e-10,Homo sapiens,KAT5,cr,K562,Lymphoblast,None,1,KAT5
77081|ZNF585A,1.9708956688901935e-10,Homo sapiens,ZNF585A,tf,293T,None,None,1,ZNF585A
46151|BCL11A,2.2147467193533998e-10,Homo sapiens,BCL11A,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BCL11A
64139|HHEX,2.2392460108378032e-10,Homo sapiens,HHEX,tf,HepG2,Epithelium,Liver,1,HHEX
36141|TP63,2.907337148805311e-10,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
33916|GRHL3,3.27959104318154e-10,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
64982|PATZ1,3.319064467710575e-10,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,PATZ1
46179|SP4,3.3209246463883346e-10,Homo sapiens,SP4,tf,H1,Embryonic Stem Cell,Embryo,1,SP4
63295|ZNF335,3.4784480851257626e-10,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
76854|CDCA2,3.597674380628746e-10,Homo sapiens,CDCA2,other,HeLa,Epithelium,Cervix,1,CDCA2
63321|ELK1,3.8914649280741287e-10,Homo sapiens,ELK1,tf,K562,Erythroblast,Bone Marrow,1,ELK1
76999|PITX3,3.9721814726334514e-10,Homo sapiens,PITX3,tf,SH-SY5Y,Neuron,Midbrain,1,PITX3
77267|NFIA,4.24295598655533e-10,Homo sapiens,NFIA,tf,HepG2,Epithelium,Liver,1,NFIA
8816|KDM4A,4.6226183991748826e-10,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
56997|DACOR1,5.437775785210874e-10,Homo sapiens,DACOR1,other,None,None,Colon,1,DACOR1
46212|FOSL1,5.767296085146256e-10,Homo sapiens,FOSL1,tf,HCT-116,None,Colon,1,FOSL1
64298|NFE2L2,6.13142592253979e-10,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1,NFE2L2
36028|RB1,6.157214738067296e-10,Homo sapiens,RB1,tf,None,Epithelium,Cervix,1,RB1
33678|TBX21,7.854072947566237e-10,Homo sapiens,TBX21,tf,None,Th1,None,1,TBX21
46123|MEF2A,8.008442797802218e-10,Homo sapiens,MEF2A,tf,GM12878,B Lymphocyte,Blood,1,MEF2A
63771|NR2F6,9.579890214439502e-10,Homo sapiens,NR2F6,tf,HepG2,Epithelium,Liver,1,NR2F6
63825|GLIS2,1.4123804903398707e-09,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
44350|PPARD,1.573445540525853e-09,Homo sapiens,PPARD,tf,None,Endothelial Cell,Umbilical Vein,1,PPARD
41424|SFPQ,1.5878536263613796e-09,Homo sapiens,SFPQ,not sure,LNCaP,Epithelium,Prostate,0,SFPQ
62702|PRDM1,1.6736648178472535e-09,Homo sapiens,PRDM1,tf,HEK293,Epithelium,Embryonic Kidney,1,PRDM1
67615|ELF3,1.7531543439197605e-09,Homo sapiens,ELF3,tf,CFPAC-1,None,Pancreatic ductal,1,ELF3
8812|KDM5A,1.8884198649260497e-09,Homo sapiens,KDM5A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM5A
63685|ZBTB8A,2.2320808534814773e-09,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
